"clog_6_class_int","yhat","predictors","model","index"
0,2.54195536731708,"clog_6_class","sampling w/o coordinates","shannon_index"
1,2.5151371396884,"clog_6_class","sampling w/o coordinates","shannon_index"
2,2.51087119912996,"clog_6_class","sampling w/o coordinates","shannon_index"
3,2.51087119912996,"clog_6_class","sampling w/o coordinates","shannon_index"
4,2.50627199007498,"clog_6_class","sampling w/o coordinates","shannon_index"
5,2.50627199007498,"clog_6_class","sampling w/o coordinates","shannon_index"
6,2.4241045163621,"clog_6_class","sampling w/o coordinates","shannon_index"
