"cat_velocity","yhat","predictors","model","index"
1,2.53275772675665,"cat_velocity","sampling w/ coordinates","shannon_index"
2,2.53275772675665,"cat_velocity","sampling w/ coordinates","shannon_index"
3,2.53033290667183,"cat_velocity","sampling w/ coordinates","shannon_index"
4,2.53079826755587,"cat_velocity","sampling w/ coordinates","shannon_index"
5,2.5182710764671,"cat_velocity","sampling w/ coordinates","shannon_index"
