"moos_cover","yhat","predictors","model","index"
0,0.193900360082681,"moos_cover","all predictors w/o coordinates","rel_abundance"
1,0.200485250247678,"moos_cover","all predictors w/o coordinates","rel_abundance"
2,0.196086988099587,"moos_cover","all predictors w/o coordinates","rel_abundance"
3,0.19879897954603,"moos_cover","all predictors w/o coordinates","rel_abundance"
