"moos_cover","yhat","predictors","model","index"
0,0.53134578452618,"moos_cover","sampling w/o coordinates","k_index"
1,0.632506083628094,"moos_cover","sampling w/o coordinates","k_index"
2,0.499913287213699,"moos_cover","sampling w/o coordinates","k_index"
3,0.499913287213699,"moos_cover","sampling w/o coordinates","k_index"
