"temp_before","yhat","predictors","model","index"
4,2.52740247714452,"temp_before","all predictors w/ coordinates","shannon_index"
4.29411764705882,2.52216384431719,"temp_before","all predictors w/ coordinates","shannon_index"
4.58823529411765,2.52306999049373,"temp_before","all predictors w/ coordinates","shannon_index"
4.88235294117647,2.52225076915242,"temp_before","all predictors w/ coordinates","shannon_index"
5.17647058823529,2.51297885125224,"temp_before","all predictors w/ coordinates","shannon_index"
5.47058823529412,2.50670795608691,"temp_before","all predictors w/ coordinates","shannon_index"
5.76470588235294,2.50634247901503,"temp_before","all predictors w/ coordinates","shannon_index"
6.05882352941176,2.50532765797758,"temp_before","all predictors w/ coordinates","shannon_index"
6.35294117647059,2.50609213884617,"temp_before","all predictors w/ coordinates","shannon_index"
6.64705882352941,2.50874747293851,"temp_before","all predictors w/ coordinates","shannon_index"
6.94117647058824,2.51113572536984,"temp_before","all predictors w/ coordinates","shannon_index"
7.23529411764706,2.51149016355741,"temp_before","all predictors w/ coordinates","shannon_index"
7.52941176470588,2.51136990881119,"temp_before","all predictors w/ coordinates","shannon_index"
7.82352941176471,2.5112110881472,"temp_before","all predictors w/ coordinates","shannon_index"
8.11764705882353,2.50465936084035,"temp_before","all predictors w/ coordinates","shannon_index"
8.41176470588235,2.4962618449396,"temp_before","all predictors w/ coordinates","shannon_index"
8.70588235294118,2.48761607832586,"temp_before","all predictors w/ coordinates","shannon_index"
9,2.48761607832586,"temp_before","all predictors w/ coordinates","shannon_index"
