"temp_after","yhat","predictors","model","index"
4.7,2.56076010252239,"temp_after","all predictors w/ coordinates","shannon_index"
4.975,2.56076010252239,"temp_after","all predictors w/ coordinates","shannon_index"
5.25,2.55637182266276,"temp_after","all predictors w/ coordinates","shannon_index"
5.525,2.51267439626447,"temp_after","all predictors w/ coordinates","shannon_index"
5.8,2.49925543113614,"temp_after","all predictors w/ coordinates","shannon_index"
6.075,2.49702580665486,"temp_after","all predictors w/ coordinates","shannon_index"
6.35,2.49905149345181,"temp_after","all predictors w/ coordinates","shannon_index"
6.625,2.496118936905,"temp_after","all predictors w/ coordinates","shannon_index"
6.9,2.49547658109827,"temp_after","all predictors w/ coordinates","shannon_index"
7.175,2.49561725186365,"temp_after","all predictors w/ coordinates","shannon_index"
7.45,2.49701868324964,"temp_after","all predictors w/ coordinates","shannon_index"
7.725,2.49774484310218,"temp_after","all predictors w/ coordinates","shannon_index"
8,2.49774484310218,"temp_after","all predictors w/ coordinates","shannon_index"
8.275,2.49970960756342,"temp_after","all predictors w/ coordinates","shannon_index"
8.55,2.49958566877681,"temp_after","all predictors w/ coordinates","shannon_index"
8.825,2.49655869757557,"temp_after","all predictors w/ coordinates","shannon_index"
9.1,2.50037668588284,"temp_after","all predictors w/ coordinates","shannon_index"
