"cpom_cover","yhat","predictors","model","index"
1,2.5118352705309,"cpom_cover","sampling w/ coordinates","shannon_index"
2,2.49667586838532,"cpom_cover","sampling w/ coordinates","shannon_index"
3,2.49873074628399,"cpom_cover","sampling w/ coordinates","shannon_index"
