"ox_before","yhat","predictors","model","index"
10.64,0.191513649594066,"ox_before","all predictors w/ coordinates","rel_abundance"
10.8105882352941,0.191236940203695,"ox_before","all predictors w/ coordinates","rel_abundance"
10.9811764705882,0.191803053071569,"ox_before","all predictors w/ coordinates","rel_abundance"
11.1517647058824,0.192442854607947,"ox_before","all predictors w/ coordinates","rel_abundance"
11.3223529411765,0.192272858755651,"ox_before","all predictors w/ coordinates","rel_abundance"
11.4929411764706,0.192081939063254,"ox_before","all predictors w/ coordinates","rel_abundance"
11.6635294117647,0.191601117615774,"ox_before","all predictors w/ coordinates","rel_abundance"
11.8341176470588,0.192368319509957,"ox_before","all predictors w/ coordinates","rel_abundance"
12.0047058823529,0.192452407864169,"ox_before","all predictors w/ coordinates","rel_abundance"
12.1752941176471,0.193507130682486,"ox_before","all predictors w/ coordinates","rel_abundance"
12.3458823529412,0.193298662273861,"ox_before","all predictors w/ coordinates","rel_abundance"
12.5164705882353,0.193515570467516,"ox_before","all predictors w/ coordinates","rel_abundance"
12.6870588235294,0.193405337585774,"ox_before","all predictors w/ coordinates","rel_abundance"
12.8576470588235,0.193279968208612,"ox_before","all predictors w/ coordinates","rel_abundance"
13.0282352941176,0.196179441945232,"ox_before","all predictors w/ coordinates","rel_abundance"
13.1988235294118,0.196179441945232,"ox_before","all predictors w/ coordinates","rel_abundance"
13.3694117647059,0.207252908189795,"ox_before","all predictors w/ coordinates","rel_abundance"
13.54,0.207712589179062,"ox_before","all predictors w/ coordinates","rel_abundance"
