"moos_cover","yhat","predictors","model","index"
0,0.544236751894156,"moos_cover","sampling w/o coordinates","k_index"
1,0.545711494820273,"moos_cover","sampling w/o coordinates","k_index"
2,0.468669854807651,"moos_cover","sampling w/o coordinates","k_index"
3,0.468669854807651,"moos_cover","sampling w/o coordinates","k_index"
