"turb_during","yhat","predictors","model","index"
0.37,736.156826556194,"turb_during","all predictors w/ coordinates","abundance"
7.58352941176471,781.210738989915,"turb_during","all predictors w/ coordinates","abundance"
14.7970588235294,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
22.0105882352941,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
29.2241176470588,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
36.4376470588235,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
43.6511764705882,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
50.8647058823529,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
58.0782352941176,786.291894315343,"turb_during","all predictors w/ coordinates","abundance"
65.2917647058824,786.513496012874,"turb_during","all predictors w/ coordinates","abundance"
72.5052941176471,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
79.7188235294118,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
86.9323529411765,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
94.1458823529412,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
101.359411764706,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
108.572941176471,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
115.786470588235,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
123,786.75397188903,"turb_during","all predictors w/ coordinates","abundance"
