"conduct_during","yhat","predictors","model","index"
28.7,767.507146522157,"conduct_during","all predictors w/ coordinates","abundance"
60.8941176470588,767.507146522157,"conduct_during","all predictors w/ coordinates","abundance"
93.0882352941176,767.507146522157,"conduct_during","all predictors w/ coordinates","abundance"
125.282352941176,767.507146522157,"conduct_during","all predictors w/ coordinates","abundance"
157.476470588235,767.422708559194,"conduct_during","all predictors w/ coordinates","abundance"
189.670588235294,767.348549994379,"conduct_during","all predictors w/ coordinates","abundance"
221.864705882353,766.539731093064,"conduct_during","all predictors w/ coordinates","abundance"
254.058823529412,766.539731093064,"conduct_during","all predictors w/ coordinates","abundance"
286.252941176471,765.852186339978,"conduct_during","all predictors w/ coordinates","abundance"
318.447058823529,767.87352690502,"conduct_during","all predictors w/ coordinates","abundance"
350.641176470588,744.613916959424,"conduct_during","all predictors w/ coordinates","abundance"
382.835294117647,745.182033388229,"conduct_during","all predictors w/ coordinates","abundance"
415.029411764706,751.491899136361,"conduct_during","all predictors w/ coordinates","abundance"
447.223529411765,757.217431597938,"conduct_during","all predictors w/ coordinates","abundance"
479.417647058823,758.774712340176,"conduct_during","all predictors w/ coordinates","abundance"
511.611764705882,759.284023882088,"conduct_during","all predictors w/ coordinates","abundance"
543.805882352941,756.221945248656,"conduct_during","all predictors w/ coordinates","abundance"
576,756.221945248656,"conduct_during","all predictors w/ coordinates","abundance"
