"y","yhat","predictors","model","index"
1118905.656,949.148944342578,"y","velocity w/o coordinates","abundance"
1121771.19458,1018.6629942788,"y","velocity w/o coordinates","abundance"
1124636.73316,1121.34518778766,"y","velocity w/o coordinates","abundance"
1127502.27174,1120.78712293837,"y","velocity w/o coordinates","abundance"
1130367.81032,1273.77666374489,"y","velocity w/o coordinates","abundance"
1133233.3489,1273.77666374489,"y","velocity w/o coordinates","abundance"
1136098.88748,983.567910371003,"y","velocity w/o coordinates","abundance"
1138964.42606,983.567910371003,"y","velocity w/o coordinates","abundance"
1141829.96464,983.567910371003,"y","velocity w/o coordinates","abundance"
1144695.50322,983.567910371003,"y","velocity w/o coordinates","abundance"
1147561.0418,981.26799915455,"y","velocity w/o coordinates","abundance"
1150426.58038,1061.66865158081,"y","velocity w/o coordinates","abundance"
1153292.11896,858.152655318931,"y","velocity w/o coordinates","abundance"
1156157.65754,858.152655318931,"y","velocity w/o coordinates","abundance"
1159023.19612,864.177385082951,"y","velocity w/o coordinates","abundance"
1161888.7347,851.545502803944,"y","velocity w/o coordinates","abundance"
1164754.27328,851.545502803944,"y","velocity w/o coordinates","abundance"
1167619.81186,851.545502803944,"y","velocity w/o coordinates","abundance"
1170485.35044,839.408966205738,"y","velocity w/o coordinates","abundance"
1173350.88902,839.408966205738,"y","velocity w/o coordinates","abundance"
1176216.4276,1094.68338281137,"y","velocity w/o coordinates","abundance"
1179081.96618,1094.68338281137,"y","velocity w/o coordinates","abundance"
1181947.50476,865.830662480107,"y","velocity w/o coordinates","abundance"
1184813.04334,818.286148424502,"y","velocity w/o coordinates","abundance"
1187678.58192,651.531403746318,"y","velocity w/o coordinates","abundance"
1190544.1205,642.88624254145,"y","velocity w/o coordinates","abundance"
1193409.65908,657.118296779968,"y","velocity w/o coordinates","abundance"
1196275.19766,546.982953208464,"y","velocity w/o coordinates","abundance"
1199140.73624,586.717028946788,"y","velocity w/o coordinates","abundance"
1202006.27482,569.558874805768,"y","velocity w/o coordinates","abundance"
1204871.8134,538.422665752746,"y","velocity w/o coordinates","abundance"
1207737.35198,538.422665752746,"y","velocity w/o coordinates","abundance"
1210602.89056,538.422665752746,"y","velocity w/o coordinates","abundance"
1213468.42914,538.422665752746,"y","velocity w/o coordinates","abundance"
1216333.96772,538.422665752746,"y","velocity w/o coordinates","abundance"
1219199.5063,538.422665752746,"y","velocity w/o coordinates","abundance"
1222065.04488,538.422665752746,"y","velocity w/o coordinates","abundance"
1224930.58346,539.479193490964,"y","velocity w/o coordinates","abundance"
1227796.12204,528.647468758954,"y","velocity w/o coordinates","abundance"
1230661.66062,546.845681254511,"y","velocity w/o coordinates","abundance"
1233527.1992,546.845681254511,"y","velocity w/o coordinates","abundance"
1236392.73778,546.845681254511,"y","velocity w/o coordinates","abundance"
1239258.27636,546.845681254511,"y","velocity w/o coordinates","abundance"
1242123.81494,546.845681254511,"y","velocity w/o coordinates","abundance"
1244989.35352,546.845681254511,"y","velocity w/o coordinates","abundance"
1247854.8921,546.845681254511,"y","velocity w/o coordinates","abundance"
1250720.43068,546.845681254511,"y","velocity w/o coordinates","abundance"
1253585.96926,1045.27571558069,"y","velocity w/o coordinates","abundance"
1256451.50784,1045.27571558069,"y","velocity w/o coordinates","abundance"
1259317.04642,1046.66050211589,"y","velocity w/o coordinates","abundance"
1262182.585,956.805061481617,"y","velocity w/o coordinates","abundance"
