"turb_after","yhat","predictors","model","index"
0.26,761.918792128485,"turb_after","sampling w/ coordinates","abundance"
11.93125,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
23.6025,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
35.27375,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
46.945,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
58.61625,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
70.2875,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
81.95875,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
93.63,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
105.30125,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
116.9725,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
128.64375,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
140.315,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
151.98625,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
163.6575,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
175.32875,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
187,754.975083822453,"turb_after","sampling w/ coordinates","abundance"
