"cat_velocity","yhat","predictors","model","index"
1,2.49360950066074,"cat_velocity","all predictors w/o coordinates","shannon_index"
2,2.50116716000321,"cat_velocity","all predictors w/o coordinates","shannon_index"
3,2.51538232367736,"cat_velocity","all predictors w/o coordinates","shannon_index"
4,2.52568540179653,"cat_velocity","all predictors w/o coordinates","shannon_index"
5,2.51503949350749,"cat_velocity","all predictors w/o coordinates","shannon_index"
