"clog_6_class_int","yhat","predictors","model","index"
0,774.815793044533,"clog_6_class","all predictors w/ coordinates","abundance"
1,769.820680831129,"clog_6_class","all predictors w/ coordinates","abundance"
2,764.591802744709,"clog_6_class","all predictors w/ coordinates","abundance"
3,750.560586232363,"clog_6_class","all predictors w/ coordinates","abundance"
4,744.415339318783,"clog_6_class","all predictors w/ coordinates","abundance"
5,730.773267559524,"clog_6_class","all predictors w/ coordinates","abundance"
6,731.070036078042,"clog_6_class","all predictors w/ coordinates","abundance"
