"y","yhat","predictors","model","index"
1118905.656,2.19981894697304,"y","sampling w/ coordinates","shannon_index"
1121771.19458,2.51529503517129,"y","sampling w/ coordinates","shannon_index"
1124636.73316,2.53782390075287,"y","sampling w/ coordinates","shannon_index"
1127502.27174,2.53792561497539,"y","sampling w/ coordinates","shannon_index"
1130367.81032,2.51385728480225,"y","sampling w/ coordinates","shannon_index"
1133233.3489,2.51385728480225,"y","sampling w/ coordinates","shannon_index"
1136098.88748,2.45078380909507,"y","sampling w/ coordinates","shannon_index"
1138964.42606,2.45078380909507,"y","sampling w/ coordinates","shannon_index"
1141829.96464,2.45078380909507,"y","sampling w/ coordinates","shannon_index"
1144695.50322,2.45078380909507,"y","sampling w/ coordinates","shannon_index"
1147561.0418,2.45078380909507,"y","sampling w/ coordinates","shannon_index"
1150426.58038,2.44960663336571,"y","sampling w/ coordinates","shannon_index"
1153292.11896,2.52228948418741,"y","sampling w/ coordinates","shannon_index"
1156157.65754,2.52228948418741,"y","sampling w/ coordinates","shannon_index"
1159023.19612,2.51821803329168,"y","sampling w/ coordinates","shannon_index"
1161888.7347,2.51821803329168,"y","sampling w/ coordinates","shannon_index"
1164754.27328,2.51821803329168,"y","sampling w/ coordinates","shannon_index"
1167619.81186,2.51821803329168,"y","sampling w/ coordinates","shannon_index"
1170485.35044,2.5219992765191,"y","sampling w/ coordinates","shannon_index"
1173350.88902,2.5219992765191,"y","sampling w/ coordinates","shannon_index"
1176216.4276,2.49655810891892,"y","sampling w/ coordinates","shannon_index"
1179081.96618,2.49648279072372,"y","sampling w/ coordinates","shannon_index"
1181947.50476,2.52685614206173,"y","sampling w/ coordinates","shannon_index"
1184813.04334,2.52555436582339,"y","sampling w/ coordinates","shannon_index"
1187678.58192,2.48399336134187,"y","sampling w/ coordinates","shannon_index"
1190544.1205,2.48336108327257,"y","sampling w/ coordinates","shannon_index"
1193409.65908,2.48281827894971,"y","sampling w/ coordinates","shannon_index"
1196275.19766,2.39779891713557,"y","sampling w/ coordinates","shannon_index"
1199140.73624,2.33024365225531,"y","sampling w/ coordinates","shannon_index"
1202006.27482,2.33037882841503,"y","sampling w/ coordinates","shannon_index"
1204871.8134,2.66850729314265,"y","sampling w/ coordinates","shannon_index"
1207737.35198,2.66850729314265,"y","sampling w/ coordinates","shannon_index"
1210602.89056,2.66850729314265,"y","sampling w/ coordinates","shannon_index"
1213468.42914,2.66850729314265,"y","sampling w/ coordinates","shannon_index"
1216333.96772,2.66850729314265,"y","sampling w/ coordinates","shannon_index"
1219199.5063,2.66846255102643,"y","sampling w/ coordinates","shannon_index"
1222065.04488,2.66847937278174,"y","sampling w/ coordinates","shannon_index"
1224930.58346,2.66847937278174,"y","sampling w/ coordinates","shannon_index"
1227796.12204,2.66847937278174,"y","sampling w/ coordinates","shannon_index"
1230661.66062,2.66850840686648,"y","sampling w/ coordinates","shannon_index"
1233527.1992,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1236392.73778,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1239258.27636,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1242123.81494,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1244989.35352,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1247854.8921,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1250720.43068,2.66846445947886,"y","sampling w/ coordinates","shannon_index"
1253585.96926,2.64288292825222,"y","sampling w/ coordinates","shannon_index"
1256451.50784,2.64288292825222,"y","sampling w/ coordinates","shannon_index"
1259317.04642,2.63817281910667,"y","sampling w/ coordinates","shannon_index"
1262182.585,2.63062588097873,"y","sampling w/ coordinates","shannon_index"
