"temp_before","yhat","predictors","model","index"
3.8,0.547437108924909,"temp_before","sampling w/o coordinates","k_index"
4.16,0.542746923310493,"temp_before","sampling w/o coordinates","k_index"
4.52,0.54258137482954,"temp_before","sampling w/o coordinates","k_index"
4.88,0.541948709265747,"temp_before","sampling w/o coordinates","k_index"
5.24,0.542287404790683,"temp_before","sampling w/o coordinates","k_index"
5.6,0.539529951395588,"temp_before","sampling w/o coordinates","k_index"
5.96,0.542532304883091,"temp_before","sampling w/o coordinates","k_index"
6.32,0.542391174331462,"temp_before","sampling w/o coordinates","k_index"
6.68,0.542647114921462,"temp_before","sampling w/o coordinates","k_index"
7.04,0.54182697579845,"temp_before","sampling w/o coordinates","k_index"
7.4,0.541395500132753,"temp_before","sampling w/o coordinates","k_index"
7.76,0.53973085905602,"temp_before","sampling w/o coordinates","k_index"
8.12,0.537116400113281,"temp_before","sampling w/o coordinates","k_index"
8.48,0.537116400113281,"temp_before","sampling w/o coordinates","k_index"
8.84,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
9.2,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
9.56,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
9.92,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
10.28,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
10.64,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
11,0.543675541877747,"temp_before","sampling w/o coordinates","k_index"
