"conduct_before","yhat","predictors","model","index"
28.8,2.5215219920582,"conduct_before","all predictors w/ coordinates","shannon_index"
61.2235294117647,2.5215219920582,"conduct_before","all predictors w/ coordinates","shannon_index"
93.6470588235294,2.5215219920582,"conduct_before","all predictors w/ coordinates","shannon_index"
126.070588235294,2.5215219920582,"conduct_before","all predictors w/ coordinates","shannon_index"
158.494117647059,2.52018682241406,"conduct_before","all predictors w/ coordinates","shannon_index"
190.917647058824,2.51880326997916,"conduct_before","all predictors w/ coordinates","shannon_index"
223.341176470588,2.51872058795742,"conduct_before","all predictors w/ coordinates","shannon_index"
255.764705882353,2.51872058795742,"conduct_before","all predictors w/ coordinates","shannon_index"
288.188235294118,2.51218224397721,"conduct_before","all predictors w/ coordinates","shannon_index"
320.611764705882,2.49735920910224,"conduct_before","all predictors w/ coordinates","shannon_index"
353.035294117647,2.50060867433088,"conduct_before","all predictors w/ coordinates","shannon_index"
385.458823529412,2.50310338305548,"conduct_before","all predictors w/ coordinates","shannon_index"
417.882352941177,2.50865830925956,"conduct_before","all predictors w/ coordinates","shannon_index"
450.305882352941,2.5074180837627,"conduct_before","all predictors w/ coordinates","shannon_index"
482.729411764706,2.49867826079063,"conduct_before","all predictors w/ coordinates","shannon_index"
515.152941176471,2.49379419858122,"conduct_before","all predictors w/ coordinates","shannon_index"
547.576470588235,2.4650406900466,"conduct_before","all predictors w/ coordinates","shannon_index"
580,2.4650406900466,"conduct_before","all predictors w/ coordinates","shannon_index"
