"ox_before","yhat","predictors","model","index"
10.64,745.587453781052,"ox_before","all predictors w/ coordinates","abundance"
10.8105882352941,744.052807345132,"ox_before","all predictors w/ coordinates","abundance"
10.9811764705882,746.526454887019,"ox_before","all predictors w/ coordinates","abundance"
11.1517647058824,747.916004813533,"ox_before","all predictors w/ coordinates","abundance"
11.3223529411765,744.20757191171,"ox_before","all predictors w/ coordinates","abundance"
11.4929411764706,741.669422047156,"ox_before","all predictors w/ coordinates","abundance"
11.6635294117647,740.480488208875,"ox_before","all predictors w/ coordinates","abundance"
11.8341176470588,742.601036397441,"ox_before","all predictors w/ coordinates","abundance"
12.0047058823529,742.257627953878,"ox_before","all predictors w/ coordinates","abundance"
12.1752941176471,746.338606742656,"ox_before","all predictors w/ coordinates","abundance"
12.3458823529412,746.305354420493,"ox_before","all predictors w/ coordinates","abundance"
12.5164705882353,746.739007528958,"ox_before","all predictors w/ coordinates","abundance"
12.6870588235294,747.057354089805,"ox_before","all predictors w/ coordinates","abundance"
12.8576470588235,748.76093620594,"ox_before","all predictors w/ coordinates","abundance"
13.0282352941176,764.741968702199,"ox_before","all predictors w/ coordinates","abundance"
13.1988235294118,764.741968702199,"ox_before","all predictors w/ coordinates","abundance"
13.3694117647059,812.233533014037,"ox_before","all predictors w/ coordinates","abundance"
13.54,816.382931779469,"ox_before","all predictors w/ coordinates","abundance"
