"conduct_after","yhat","predictors","model","index"
28.7,0.188145590154023,"conduct_after","all predictors w/o coordinates","rel_abundance"
55.7142857142857,0.188391077808275,"conduct_after","all predictors w/o coordinates","rel_abundance"
82.7285714285714,0.188391077808275,"conduct_after","all predictors w/o coordinates","rel_abundance"
109.742857142857,0.188334370228074,"conduct_after","all predictors w/o coordinates","rel_abundance"
136.757142857143,0.188436790203738,"conduct_after","all predictors w/o coordinates","rel_abundance"
163.771428571429,0.188374612564725,"conduct_after","all predictors w/o coordinates","rel_abundance"
190.785714285714,0.189122079752071,"conduct_after","all predictors w/o coordinates","rel_abundance"
217.8,0.189110350953372,"conduct_after","all predictors w/o coordinates","rel_abundance"
244.814285714286,0.188368679576468,"conduct_after","all predictors w/o coordinates","rel_abundance"
271.828571428571,0.183546518022324,"conduct_after","all predictors w/o coordinates","rel_abundance"
298.842857142857,0.180130861486187,"conduct_after","all predictors w/o coordinates","rel_abundance"
325.857142857143,0.179924210608417,"conduct_after","all predictors w/o coordinates","rel_abundance"
352.871428571429,0.17990311915619,"conduct_after","all predictors w/o coordinates","rel_abundance"
379.885714285714,0.17970882615604,"conduct_after","all predictors w/o coordinates","rel_abundance"
406.9,0.181033453083404,"conduct_after","all predictors w/o coordinates","rel_abundance"
433.914285714286,0.207975446006565,"conduct_after","all predictors w/o coordinates","rel_abundance"
460.928571428571,0.210346704349754,"conduct_after","all predictors w/o coordinates","rel_abundance"
487.942857142857,0.210401446850625,"conduct_after","all predictors w/o coordinates","rel_abundance"
514.957142857143,0.211014805813631,"conduct_after","all predictors w/o coordinates","rel_abundance"
541.971428571429,0.215301797848664,"conduct_after","all predictors w/o coordinates","rel_abundance"
568.985714285714,0.215301797848664,"conduct_after","all predictors w/o coordinates","rel_abundance"
596,0.215301797848664,"conduct_after","all predictors w/o coordinates","rel_abundance"
