"gaug_before","yhat","predictors","model","index"
226.76,0.529785040160479,"gaug_before","sampling w/ coordinates","k_index"
293.908,0.529785040160479,"gaug_before","sampling w/ coordinates","k_index"
361.056,0.529785040160479,"gaug_before","sampling w/ coordinates","k_index"
428.204,0.529785040160479,"gaug_before","sampling w/ coordinates","k_index"
495.352,0.533897931841137,"gaug_before","sampling w/ coordinates","k_index"
562.5,0.533901150356676,"gaug_before","sampling w/ coordinates","k_index"
629.648,0.528755940411766,"gaug_before","sampling w/ coordinates","k_index"
696.796,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
763.944,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
831.092,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
898.24,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
965.388,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
1032.536,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
1099.684,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
1166.832,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
1233.98,0.528224016834025,"gaug_before","sampling w/ coordinates","k_index"
