"conduct_after","yhat","predictors","model","index"
28.7,2.53507686559405,"conduct_after","all predictors w/o coordinates","shannon_index"
61.3647058823529,2.53507686559405,"conduct_after","all predictors w/o coordinates","shannon_index"
94.0294117647059,2.53507686559405,"conduct_after","all predictors w/o coordinates","shannon_index"
126.694117647059,2.53507686559405,"conduct_after","all predictors w/o coordinates","shannon_index"
159.358823529412,2.53412512632685,"conduct_after","all predictors w/o coordinates","shannon_index"
192.023529411765,2.53144576590284,"conduct_after","all predictors w/o coordinates","shannon_index"
224.688235294118,2.53053714810807,"conduct_after","all predictors w/o coordinates","shannon_index"
257.352941176471,2.53046459026773,"conduct_after","all predictors w/o coordinates","shannon_index"
290.017647058824,2.51702162171105,"conduct_after","all predictors w/o coordinates","shannon_index"
322.682352941176,2.49700222203418,"conduct_after","all predictors w/o coordinates","shannon_index"
355.347058823529,2.49888243982745,"conduct_after","all predictors w/o coordinates","shannon_index"
388.011764705882,2.50910422063545,"conduct_after","all predictors w/o coordinates","shannon_index"
420.676470588235,2.51537404401136,"conduct_after","all predictors w/o coordinates","shannon_index"
453.341176470588,2.51964456113792,"conduct_after","all predictors w/o coordinates","shannon_index"
486.005882352941,2.51500881887632,"conduct_after","all predictors w/o coordinates","shannon_index"
518.670588235294,2.51363407114625,"conduct_after","all predictors w/o coordinates","shannon_index"
551.335294117647,2.50544576844435,"conduct_after","all predictors w/o coordinates","shannon_index"
584,2.50544576844435,"conduct_after","all predictors w/o coordinates","shannon_index"
