"turb_after","yhat","predictors","model","index"
0.26,730.259391662056,"turb_after","all predictors w/o coordinates","abundance"
9.15238095238095,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
18.0447619047619,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
26.9371428571429,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
35.8295238095238,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
44.7219047619048,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
53.6142857142857,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
62.5066666666667,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
71.3990476190476,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
80.2914285714286,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
89.1838095238095,741.002028082701,"turb_after","all predictors w/o coordinates","abundance"
98.0761904761905,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
106.968571428571,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
115.860952380952,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
124.753333333333,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
133.645714285714,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
142.538095238095,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
151.430476190476,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
160.322857142857,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
169.215238095238,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
178.107619047619,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
187,733.260602128281,"turb_after","all predictors w/o coordinates","abundance"
