"alg_cover","yhat","predictors","model","index"
1,720.967071797593,"alg_cover","all predictors w/o coordinates","abundance"
2,734.609620925136,"alg_cover","all predictors w/o coordinates","abundance"
3,770.314775409818,"alg_cover","all predictors w/o coordinates","abundance"
4,763.142453170865,"alg_cover","all predictors w/o coordinates","abundance"
5,765.883555344779,"alg_cover","all predictors w/o coordinates","abundance"
