"froude","yhat","predictors","model","index"
0.00696716103911792,0.522626056301373,"froude","velocity w/ coordinates","k_index"
0.02388151538084,0.416346703000643,"froude","velocity w/ coordinates","k_index"
0.0407958697225622,0.464261143571801,"froude","velocity w/ coordinates","k_index"
0.0577102240642843,0.458885583060759,"froude","velocity w/ coordinates","k_index"
0.0746245784060064,0.440946332144517,"froude","velocity w/ coordinates","k_index"
0.0915389327477285,0.453766307345143,"froude","velocity w/ coordinates","k_index"
0.108453287089451,0.471738895470345,"froude","velocity w/ coordinates","k_index"
0.125367641431173,0.483015302568674,"froude","velocity w/ coordinates","k_index"
0.142281995772895,0.471426821003358,"froude","velocity w/ coordinates","k_index"
0.159196350114617,0.487301180484118,"froude","velocity w/ coordinates","k_index"
0.176110704456339,0.546467472281721,"froude","velocity w/ coordinates","k_index"
0.193025058798061,0.510758989111141,"froude","velocity w/ coordinates","k_index"
0.209939413139783,0.554922752082348,"froude","velocity w/ coordinates","k_index"
0.226853767481506,0.596215186985555,"froude","velocity w/ coordinates","k_index"
0.243768121823228,0.499130276756154,"froude","velocity w/ coordinates","k_index"
0.26068247616495,0.506552313212995,"froude","velocity w/ coordinates","k_index"
0.277596830506672,0.532091540594896,"froude","velocity w/ coordinates","k_index"
0.294511184848394,0.506668152494563,"froude","velocity w/ coordinates","k_index"
0.311425539190116,0.508900814448242,"froude","velocity w/ coordinates","k_index"
0.328339893531838,0.472762286318121,"froude","velocity w/ coordinates","k_index"
0.34525424787356,0.471699226371668,"froude","velocity w/ coordinates","k_index"
0.362168602215283,0.551465307258897,"froude","velocity w/ coordinates","k_index"
0.379082956557005,0.60039325348205,"froude","velocity w/ coordinates","k_index"
0.395997310898727,0.581923805453159,"froude","velocity w/ coordinates","k_index"
0.412911665240449,0.53150383617591,"froude","velocity w/ coordinates","k_index"
0.429826019582171,0.541346370070069,"froude","velocity w/ coordinates","k_index"
0.446740373923893,0.550651660809914,"froude","velocity w/ coordinates","k_index"
0.463654728265615,0.554825648251507,"froude","velocity w/ coordinates","k_index"
0.480569082607337,0.554825648251507,"froude","velocity w/ coordinates","k_index"
0.497483436949059,0.560382746711925,"froude","velocity w/ coordinates","k_index"
0.514397791290782,0.552967225511869,"froude","velocity w/ coordinates","k_index"
0.531312145632504,0.569043910889714,"froude","velocity w/ coordinates","k_index"
0.548226499974226,0.569080396658844,"froude","velocity w/ coordinates","k_index"
0.565140854315948,0.580663404117028,"froude","velocity w/ coordinates","k_index"
0.58205520865767,0.57301404616899,"froude","velocity w/ coordinates","k_index"
0.598969562999392,0.57301404616899,"froude","velocity w/ coordinates","k_index"
0.615883917341114,0.57301404616899,"froude","velocity w/ coordinates","k_index"
0.632798271682836,0.57301404616899,"froude","velocity w/ coordinates","k_index"
0.649712626024558,0.575132276586912,"froude","velocity w/ coordinates","k_index"
0.666626980366281,0.575132276586912,"froude","velocity w/ coordinates","k_index"
0.683541334708003,0.575132276586912,"froude","velocity w/ coordinates","k_index"
0.700455689049725,0.575132276586912,"froude","velocity w/ coordinates","k_index"
0.717370043391447,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.734284397733169,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.751198752074891,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.768113106416613,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.785027460758336,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.801941815100058,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.81885616944178,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.835770523783502,0.575058094467278,"froude","velocity w/ coordinates","k_index"
0.852684878125224,0.575058094467278,"froude","velocity w/ coordinates","k_index"
