"moos_cover","yhat","predictors","model","index"
0,736.177911129163,"moos_cover","all predictors w/o coordinates","abundance"
1,764.839172408886,"moos_cover","all predictors w/o coordinates","abundance"
2,762.021216293262,"moos_cover","all predictors w/o coordinates","abundance"
3,768.947346161562,"moos_cover","all predictors w/o coordinates","abundance"
