"pH_during","yhat","predictors","model","index"
7.04,0.53407853330069,"pH_during","all predictors w/ coordinates","k_index"
7.19428571428571,0.53407853330069,"pH_during","all predictors w/ coordinates","k_index"
7.34857142857143,0.53407853330069,"pH_during","all predictors w/ coordinates","k_index"
7.50285714285714,0.534003145204319,"pH_during","all predictors w/ coordinates","k_index"
7.65714285714286,0.533878735528667,"pH_during","all predictors w/ coordinates","k_index"
7.81142857142857,0.532784824163367,"pH_during","all predictors w/ coordinates","k_index"
7.96571428571429,0.532686544090654,"pH_during","all predictors w/ coordinates","k_index"
8.12,0.532432857597213,"pH_during","all predictors w/ coordinates","k_index"
8.27428571428571,0.532040560529921,"pH_during","all predictors w/ coordinates","k_index"
8.42857142857143,0.531660065516337,"pH_during","all predictors w/ coordinates","k_index"
8.58285714285714,0.527292757977861,"pH_during","all predictors w/ coordinates","k_index"
8.73714285714286,0.530723214207988,"pH_during","all predictors w/ coordinates","k_index"
8.89142857142857,0.529625120407978,"pH_during","all predictors w/ coordinates","k_index"
9.04571428571428,0.530059148000361,"pH_during","all predictors w/ coordinates","k_index"
9.2,0.530059148000361,"pH_during","all predictors w/ coordinates","k_index"
