"pH_during","yhat","predictors","model","index"
7.04,0.532688330731034,"pH_during","all predictors w/o coordinates","k_index"
7.19428571428571,0.532688330731034,"pH_during","all predictors w/o coordinates","k_index"
7.34857142857143,0.532688330731034,"pH_during","all predictors w/o coordinates","k_index"
7.50285714285714,0.532141508742849,"pH_during","all predictors w/o coordinates","k_index"
7.65714285714286,0.532133087277826,"pH_during","all predictors w/o coordinates","k_index"
7.81142857142857,0.531198549206958,"pH_during","all predictors w/o coordinates","k_index"
7.96571428571429,0.531453084682343,"pH_during","all predictors w/o coordinates","k_index"
8.12,0.53154301036875,"pH_during","all predictors w/o coordinates","k_index"
8.27428571428571,0.531519270532411,"pH_during","all predictors w/o coordinates","k_index"
8.42857142857143,0.530921134110497,"pH_during","all predictors w/o coordinates","k_index"
8.58285714285714,0.528584005141841,"pH_during","all predictors w/o coordinates","k_index"
8.73714285714286,0.531262970770594,"pH_during","all predictors w/o coordinates","k_index"
8.89142857142857,0.531585478159021,"pH_during","all predictors w/o coordinates","k_index"
9.04571428571428,0.530829706314063,"pH_during","all predictors w/o coordinates","k_index"
9.2,0.530829706314063,"pH_during","all predictors w/o coordinates","k_index"
