"cat_velocity","yhat","predictors","model","index"
1,0.198938997806315,"cat_velocity","all predictors w/o coordinates","rel_abundance"
2,0.191893212439558,"cat_velocity","all predictors w/o coordinates","rel_abundance"
3,0.188239120092301,"cat_velocity","all predictors w/o coordinates","rel_abundance"
4,0.187569039370004,"cat_velocity","all predictors w/o coordinates","rel_abundance"
5,0.188952358741215,"cat_velocity","all predictors w/o coordinates","rel_abundance"
