"sub_type_int","yhat","predictors","model","index"
0,767.993689587823,"sub_type","sampling w/ coordinates","abundance"
1,765.891278094716,"sub_type","sampling w/ coordinates","abundance"
2,777.719836601505,"sub_type","sampling w/ coordinates","abundance"
3,660.665209712748,"sub_type","sampling w/ coordinates","abundance"
