"cat_velocity","yhat","predictors","model","index"
1,0.205177690896686,"cat_velocity","all predictors w/ coordinates","rel_abundance"
2,0.200178536565382,"cat_velocity","all predictors w/ coordinates","rel_abundance"
3,0.194601054258645,"cat_velocity","all predictors w/ coordinates","rel_abundance"
4,0.192301762199711,"cat_velocity","all predictors w/ coordinates","rel_abundance"
5,0.192625365247375,"cat_velocity","all predictors w/ coordinates","rel_abundance"
