"wd_m","yhat","predictors","model","index"
0.08,0.534426344841054,"wd_m","wd_m w/o coordinates","k_index"
0.099,0.534221568172949,"wd_m","wd_m w/o coordinates","k_index"
0.118,0.533555309368475,"wd_m","wd_m w/o coordinates","k_index"
0.137,0.535431844660686,"wd_m","wd_m w/o coordinates","k_index"
0.156,0.536285640865525,"wd_m","wd_m w/o coordinates","k_index"
0.175,0.53705261905656,"wd_m","wd_m w/o coordinates","k_index"
0.194,0.538163954317323,"wd_m","wd_m w/o coordinates","k_index"
0.213,0.53793959335377,"wd_m","wd_m w/o coordinates","k_index"
0.232,0.540313757846063,"wd_m","wd_m w/o coordinates","k_index"
0.251,0.54092861798503,"wd_m","wd_m w/o coordinates","k_index"
0.27,0.532868424272837,"wd_m","wd_m w/o coordinates","k_index"
0.289,0.530128664325188,"wd_m","wd_m w/o coordinates","k_index"
0.308,0.530054681156693,"wd_m","wd_m w/o coordinates","k_index"
0.327,0.529843572401333,"wd_m","wd_m w/o coordinates","k_index"
0.346,0.531736175914059,"wd_m","wd_m w/o coordinates","k_index"
0.365,0.530966434810232,"wd_m","wd_m w/o coordinates","k_index"
0.384,0.531914044873731,"wd_m","wd_m w/o coordinates","k_index"
0.403,0.529558627223923,"wd_m","wd_m w/o coordinates","k_index"
0.422,0.526066401394367,"wd_m","wd_m w/o coordinates","k_index"
0.441,0.520053760094424,"wd_m","wd_m w/o coordinates","k_index"
0.46,0.51734390916131,"wd_m","wd_m w/o coordinates","k_index"
0.479,0.517889919823758,"wd_m","wd_m w/o coordinates","k_index"
0.498,0.517847832661804,"wd_m","wd_m w/o coordinates","k_index"
0.517,0.517416353719214,"wd_m","wd_m w/o coordinates","k_index"
0.536,0.517015170560967,"wd_m","wd_m w/o coordinates","k_index"
0.555,0.516028373337809,"wd_m","wd_m w/o coordinates","k_index"
0.574,0.515123802700519,"wd_m","wd_m w/o coordinates","k_index"
0.593,0.511984523213118,"wd_m","wd_m w/o coordinates","k_index"
0.612,0.50648868643009,"wd_m","wd_m w/o coordinates","k_index"
0.631,0.506807353556266,"wd_m","wd_m w/o coordinates","k_index"
0.65,0.504016552603218,"wd_m","wd_m w/o coordinates","k_index"
0.669,0.501957584679673,"wd_m","wd_m w/o coordinates","k_index"
0.688,0.501638243265283,"wd_m","wd_m w/o coordinates","k_index"
0.707,0.500728942907462,"wd_m","wd_m w/o coordinates","k_index"
0.726,0.500455173138539,"wd_m","wd_m w/o coordinates","k_index"
0.745,0.500090031762278,"wd_m","wd_m w/o coordinates","k_index"
0.764,0.498910151687671,"wd_m","wd_m w/o coordinates","k_index"
0.783,0.496903360934712,"wd_m","wd_m w/o coordinates","k_index"
0.802,0.493053872465382,"wd_m","wd_m w/o coordinates","k_index"
0.821,0.489172264871524,"wd_m","wd_m w/o coordinates","k_index"
0.84,0.485052903161267,"wd_m","wd_m w/o coordinates","k_index"
0.859,0.484134042757034,"wd_m","wd_m w/o coordinates","k_index"
0.878,0.483966518060626,"wd_m","wd_m w/o coordinates","k_index"
0.897,0.484316373559979,"wd_m","wd_m w/o coordinates","k_index"
0.916,0.483224576414767,"wd_m","wd_m w/o coordinates","k_index"
0.935,0.483224576414767,"wd_m","wd_m w/o coordinates","k_index"
0.954,0.483224576414767,"wd_m","wd_m w/o coordinates","k_index"
0.973,0.483224576414767,"wd_m","wd_m w/o coordinates","k_index"
0.992,0.483862304723801,"wd_m","wd_m w/o coordinates","k_index"
1.011,0.483862304723801,"wd_m","wd_m w/o coordinates","k_index"
1.03,0.483862304723801,"wd_m","wd_m w/o coordinates","k_index"
