"clog_6_class_int","yhat","predictors","model","index"
0,2.51469891010783,"clog_6_class","sampling w/ coordinates","shannon_index"
1,2.51918808890448,"clog_6_class","sampling w/ coordinates","shannon_index"
2,2.51966026419392,"clog_6_class","sampling w/ coordinates","shannon_index"
3,2.5230688611893,"clog_6_class","sampling w/ coordinates","shannon_index"
4,2.52856822827409,"clog_6_class","sampling w/ coordinates","shannon_index"
5,2.51015106443611,"clog_6_class","sampling w/ coordinates","shannon_index"
6,2.45321157467294,"clog_6_class","sampling w/ coordinates","shannon_index"
