"sub_type_int","yhat","predictors","model","index"
0,719.588260659465,"sub_type","sampling w/ coordinates","abundance"
1,719.53095848472,"sub_type","sampling w/ coordinates","abundance"
2,770.156878277107,"sub_type","sampling w/ coordinates","abundance"
3,689.952311296328,"sub_type","sampling w/ coordinates","abundance"
