"sub_type_int","yhat","predictors","model","index"
0,0.187558705052125,"sub_type","sampling w/o coordinates","rel_abundance"
1,0.187671162765912,"sub_type","sampling w/o coordinates","rel_abundance"
2,0.186535282505497,"sub_type","sampling w/o coordinates","rel_abundance"
3,0.195527325600014,"sub_type","sampling w/o coordinates","rel_abundance"
