"clog_3_class_int","yhat","predictors","model","index"
0,2.50653499249358,"clog_3_class","sampling w/ coordinates","shannon_index"
1,2.55077981891823,"clog_3_class","sampling w/ coordinates","shannon_index"
2,2.52305052222156,"clog_3_class","sampling w/ coordinates","shannon_index"
