"turb_before","yhat","predictors","model","index"
0.29,710.258740714303,"turb_before","all predictors w/ coordinates","abundance"
5.68470588235294,847.711986051665,"turb_before","all predictors w/ coordinates","abundance"
11.0794117647059,847.711986051665,"turb_before","all predictors w/ coordinates","abundance"
16.4741176470588,847.711986051665,"turb_before","all predictors w/ coordinates","abundance"
21.8688235294118,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
27.2635294117647,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
32.6582352941176,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
38.0529411764706,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
43.4476470588235,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
48.8423529411765,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
54.2370588235294,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
59.6317647058824,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
65.0264705882353,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
70.4211764705882,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
75.8158823529412,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
81.2105882352941,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
86.6052941176471,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
92,873.753696896412,"turb_before","all predictors w/ coordinates","abundance"
