"clog_6_class_int","yhat","predictors","model","index"
0,768.123268704694,"clog_6_class","all predictors w/ coordinates","abundance"
1,763.295284049558,"clog_6_class","all predictors w/ coordinates","abundance"
2,758.546923565414,"clog_6_class","all predictors w/ coordinates","abundance"
3,738.0022165095,"clog_6_class","all predictors w/ coordinates","abundance"
4,727.404502879063,"clog_6_class","all predictors w/ coordinates","abundance"
5,704.54110016064,"clog_6_class","all predictors w/ coordinates","abundance"
6,704.482020728588,"clog_6_class","all predictors w/ coordinates","abundance"
