"alg_cover","yhat","predictors","model","index"
1,0.515981104263725,"alg_cover","sampling w/o coordinates","k_index"
2,0.52298909627522,"alg_cover","sampling w/o coordinates","k_index"
3,0.592217426001433,"alg_cover","sampling w/o coordinates","k_index"
4,0.593363532941095,"alg_cover","sampling w/o coordinates","k_index"
5,0.592503958491812,"alg_cover","sampling w/o coordinates","k_index"
