"sub_type_int","yhat","predictors","model","index"
0,2.54930118503913,"sub_type","all predictors w/o coordinates","shannon_index"
1,2.54898294744944,"sub_type","all predictors w/o coordinates","shannon_index"
2,2.51679715547162,"sub_type","all predictors w/o coordinates","shannon_index"
3,2.50071082179712,"sub_type","all predictors w/o coordinates","shannon_index"
