"cat_velocity","yhat","predictors","model","index"
1,2.68680349530895,"cat_velocity","sampling w/o coordinates","shannon_index"
2,2.68680349530895,"cat_velocity","sampling w/o coordinates","shannon_index"
3,2.68733948573092,"cat_velocity","sampling w/o coordinates","shannon_index"
4,2.67925823080367,"cat_velocity","sampling w/o coordinates","shannon_index"
5,2.65113501037822,"cat_velocity","sampling w/o coordinates","shannon_index"
