"y","yhat","predictors","model","index"
1118905.656,738.33449161055,"y","sampling w/ coordinates","abundance"
1121771.19458,764.540173554994,"y","sampling w/ coordinates","abundance"
1124636.73316,800.900367999439,"y","sampling w/ coordinates","abundance"
1127502.27174,803.383307814254,"y","sampling w/ coordinates","abundance"
1130367.81032,823.875668925365,"y","sampling w/ coordinates","abundance"
1133233.3489,823.875668925365,"y","sampling w/ coordinates","abundance"
1136098.88748,810.676789295735,"y","sampling w/ coordinates","abundance"
1138964.42606,810.676789295735,"y","sampling w/ coordinates","abundance"
1141829.96464,810.676789295735,"y","sampling w/ coordinates","abundance"
1144695.50322,810.673492999439,"y","sampling w/ coordinates","abundance"
1147561.0418,808.929409666105,"y","sampling w/ coordinates","abundance"
1150426.58038,813.679210592031,"y","sampling w/ coordinates","abundance"
1153292.11896,801.902205962402,"y","sampling w/ coordinates","abundance"
1156157.65754,801.635275406846,"y","sampling w/ coordinates","abundance"
1159023.19612,806.583955962402,"y","sampling w/ coordinates","abundance"
1161888.7347,805.296793925365,"y","sampling w/ coordinates","abundance"
1164754.27328,805.189881888328,"y","sampling w/ coordinates","abundance"
1167619.81186,804.419613369809,"y","sampling w/ coordinates","abundance"
1170485.35044,803.541159666106,"y","sampling w/ coordinates","abundance"
1173350.88902,803.541159666106,"y","sampling w/ coordinates","abundance"
1176216.4276,839.271641147587,"y","sampling w/ coordinates","abundance"
1179081.96618,840.943326332772,"y","sampling w/ coordinates","abundance"
1181947.50476,816.663891147587,"y","sampling w/ coordinates","abundance"
1184813.04334,824.23447911055,"y","sampling w/ coordinates","abundance"
1187678.58192,771.787830962402,"y","sampling w/ coordinates","abundance"
1190544.1205,764.494817073513,"y","sampling w/ coordinates","abundance"
1193409.65908,769.567511517957,"y","sampling w/ coordinates","abundance"
1196275.19766,762.404650406846,"y","sampling w/ coordinates","abundance"
1199140.73624,764.330400406846,"y","sampling w/ coordinates","abundance"
1202006.27482,762.933312443883,"y","sampling w/ coordinates","abundance"
1204871.8134,764.952094851291,"y","sampling w/ coordinates","abundance"
1207737.35198,764.952094851291,"y","sampling w/ coordinates","abundance"
1210602.89056,764.952094851291,"y","sampling w/ coordinates","abundance"
1213468.42914,764.970928184624,"y","sampling w/ coordinates","abundance"
1216333.96772,764.54635411055,"y","sampling w/ coordinates","abundance"
1219199.5063,764.427937443883,"y","sampling w/ coordinates","abundance"
1222065.04488,764.32098374018,"y","sampling w/ coordinates","abundance"
1224930.58346,763.147071703143,"y","sampling w/ coordinates","abundance"
1227796.12204,765.952756888328,"y","sampling w/ coordinates","abundance"
1230661.66062,769.701377258698,"y","sampling w/ coordinates","abundance"
1233527.1992,771.510696703143,"y","sampling w/ coordinates","abundance"
1236392.73778,771.510696703143,"y","sampling w/ coordinates","abundance"
1239258.27636,771.510696703143,"y","sampling w/ coordinates","abundance"
1242123.81494,771.510696703143,"y","sampling w/ coordinates","abundance"
1244989.35352,771.510696703143,"y","sampling w/ coordinates","abundance"
1247854.8921,771.510696703143,"y","sampling w/ coordinates","abundance"
1250720.43068,771.510696703143,"y","sampling w/ coordinates","abundance"
1253585.96926,852.299205962402,"y","sampling w/ coordinates","abundance"
1256451.50784,852.299205962402,"y","sampling w/ coordinates","abundance"
1259317.04642,844.660238369809,"y","sampling w/ coordinates","abundance"
1262182.585,832.905155036476,"y","sampling w/ coordinates","abundance"
