"clog_3_class_int","yhat","predictors","model","index"
0,747.554598712521,"clog_3_class","all predictors w/o coordinates","abundance"
1,721.38166440679,"clog_3_class","all predictors w/o coordinates","abundance"
2,699.882991588496,"clog_3_class","all predictors w/o coordinates","abundance"
