"x","yhat","predictors","model","index"
2575575.53,0.586767572907531,"x","velocity w/ coordinates","k_index"
2579649.17396,0.556715757782884,"x","velocity w/ coordinates","k_index"
2583722.81792,0.532685598163031,"x","velocity w/ coordinates","k_index"
2587796.46188,0.521470997130638,"x","velocity w/ coordinates","k_index"
2591870.10584,0.521470997130638,"x","velocity w/ coordinates","k_index"
2595943.7498,0.521470997130638,"x","velocity w/ coordinates","k_index"
2600017.39376,0.521470997130638,"x","velocity w/ coordinates","k_index"
2604091.03772,0.521470997130638,"x","velocity w/ coordinates","k_index"
2608164.68168,0.521470997130638,"x","velocity w/ coordinates","k_index"
2612238.32564,0.521470997130638,"x","velocity w/ coordinates","k_index"
2616311.9696,0.521470997130638,"x","velocity w/ coordinates","k_index"
2620385.61356,0.521470997130638,"x","velocity w/ coordinates","k_index"
2624459.25752,0.521470997130638,"x","velocity w/ coordinates","k_index"
2628532.90148,0.521470997130638,"x","velocity w/ coordinates","k_index"
2632606.54544,0.521470997130638,"x","velocity w/ coordinates","k_index"
2636680.1894,0.521470997130638,"x","velocity w/ coordinates","k_index"
2640753.83336,0.521470997130638,"x","velocity w/ coordinates","k_index"
2644827.47732,0.521470997130638,"x","velocity w/ coordinates","k_index"
2648901.12128,0.521470997130638,"x","velocity w/ coordinates","k_index"
2652974.76524,0.518312192905832,"x","velocity w/ coordinates","k_index"
2657048.4092,0.518344142834441,"x","velocity w/ coordinates","k_index"
2661122.05316,0.518500746335961,"x","velocity w/ coordinates","k_index"
2665195.69712,0.5185591491658,"x","velocity w/ coordinates","k_index"
2669269.34108,0.518536313687263,"x","velocity w/ coordinates","k_index"
2673342.98504,0.518536313687263,"x","velocity w/ coordinates","k_index"
2677416.629,0.518536313687263,"x","velocity w/ coordinates","k_index"
2681490.27296,0.518536313687263,"x","velocity w/ coordinates","k_index"
2685563.91692,0.518536313687263,"x","velocity w/ coordinates","k_index"
2689637.56088,0.518536313687263,"x","velocity w/ coordinates","k_index"
2693711.20484,0.518536313687263,"x","velocity w/ coordinates","k_index"
2697784.8488,0.518536313687263,"x","velocity w/ coordinates","k_index"
2701858.49276,0.518536313687263,"x","velocity w/ coordinates","k_index"
2705932.13672,0.518536313687263,"x","velocity w/ coordinates","k_index"
2710005.78068,0.518536313687263,"x","velocity w/ coordinates","k_index"
2714079.42464,0.518536313687263,"x","velocity w/ coordinates","k_index"
2718153.0686,0.518536313687263,"x","velocity w/ coordinates","k_index"
2722226.71256,0.518536313687263,"x","velocity w/ coordinates","k_index"
2726300.35652,0.522243688134199,"x","velocity w/ coordinates","k_index"
2730374.00048,0.537782663282576,"x","velocity w/ coordinates","k_index"
2734447.64444,0.547719981810125,"x","velocity w/ coordinates","k_index"
2738521.2884,0.552325702142492,"x","velocity w/ coordinates","k_index"
2742594.93236,0.550266492418697,"x","velocity w/ coordinates","k_index"
2746668.57632,0.518208460591067,"x","velocity w/ coordinates","k_index"
2750742.22028,0.518208460591067,"x","velocity w/ coordinates","k_index"
2754815.86424,0.5180107383026,"x","velocity w/ coordinates","k_index"
2758889.5082,0.516456261753248,"x","velocity w/ coordinates","k_index"
2762963.15216,0.517134863207686,"x","velocity w/ coordinates","k_index"
2767036.79612,0.517134863207686,"x","velocity w/ coordinates","k_index"
2771110.44008,0.520101231837154,"x","velocity w/ coordinates","k_index"
2775184.08404,0.528620349720513,"x","velocity w/ coordinates","k_index"
2779257.728,0.521069013849121,"x","velocity w/ coordinates","k_index"
