"alg_cover","yhat","predictors","model","index"
1,0.518542837558521,"alg_cover","sampling w/ coordinates","k_index"
2,0.526422595743228,"alg_cover","sampling w/ coordinates","k_index"
3,0.564299634968241,"alg_cover","sampling w/ coordinates","k_index"
4,0.561033834979214,"alg_cover","sampling w/ coordinates","k_index"
5,0.561033834979214,"alg_cover","sampling w/ coordinates","k_index"
