"q_before","yhat","predictors","model","index"
2.3,2.52409659982422,"q_before","sampling w/ coordinates","shannon_index"
7.43076923076923,2.52583082924981,"q_before","sampling w/ coordinates","shannon_index"
12.5615384615385,2.52188873395466,"q_before","sampling w/ coordinates","shannon_index"
17.6923076923077,2.52188873395466,"q_before","sampling w/ coordinates","shannon_index"
22.8230769230769,2.52188873395466,"q_before","sampling w/ coordinates","shannon_index"
27.9538461538462,2.51893514149965,"q_before","sampling w/ coordinates","shannon_index"
33.0846153846154,2.51893514149965,"q_before","sampling w/ coordinates","shannon_index"
38.2153846153846,2.51893514149965,"q_before","sampling w/ coordinates","shannon_index"
43.3461538461538,2.51893514149965,"q_before","sampling w/ coordinates","shannon_index"
48.4769230769231,2.51893514149965,"q_before","sampling w/ coordinates","shannon_index"
53.6076923076923,2.51889132142902,"q_before","sampling w/ coordinates","shannon_index"
58.7384615384615,2.51889132142902,"q_before","sampling w/ coordinates","shannon_index"
63.8692307692308,2.51889132142902,"q_before","sampling w/ coordinates","shannon_index"
69,2.51889132142902,"q_before","sampling w/ coordinates","shannon_index"
