"sub_type_int","yhat","predictors","model","index"
0,747.687791664213,"sub_type","all predictors w/ coordinates","abundance"
1,751.658928434863,"sub_type","all predictors w/ coordinates","abundance"
2,757.266235084628,"sub_type","all predictors w/ coordinates","abundance"
3,745.719829681171,"sub_type","all predictors w/ coordinates","abundance"
