"sub_type_int","yhat","predictors","model","index"
0,2.51692047920137,"sub_type","all predictors w/ coordinates","shannon_index"
1,2.51629839306917,"sub_type","all predictors w/ coordinates","shannon_index"
2,2.50697479689635,"sub_type","all predictors w/ coordinates","shannon_index"
3,2.4981770750168,"sub_type","all predictors w/ coordinates","shannon_index"
