"moos_cover","yhat","predictors","model","index"
0,0.537479942181596,"moos_cover","sampling w/ coordinates","k_index"
1,0.43054867038693,"moos_cover","sampling w/ coordinates","k_index"
2,0.423310989531905,"moos_cover","sampling w/ coordinates","k_index"
3,0.423310989531905,"moos_cover","sampling w/ coordinates","k_index"
