"cpom_cover","yhat","predictors","model","index"
1,0.530629271012669,"cpom_cover","all predictors w/ coordinates","k_index"
2,0.530673805207018,"cpom_cover","all predictors w/ coordinates","k_index"
3,0.531202137968274,"cpom_cover","all predictors w/ coordinates","k_index"
