"sub_type_int","yhat","predictors","model","index"
0,2.7257879937277,"sub_type","sampling w/o coordinates","shannon_index"
1,2.71147563664843,"sub_type","sampling w/o coordinates","shannon_index"
2,2.67436197377054,"sub_type","sampling w/o coordinates","shannon_index"
3,2.70453106700949,"sub_type","sampling w/o coordinates","shannon_index"
