"shear_stress","yhat","predictors","model","index"
0.00970518401266324,911.708248853615,"shear_stress","velocity w/o coordinates","abundance"
2.91687364463791,801.499113414903,"shear_stress","velocity w/o coordinates","abundance"
5.82404210526316,832.763198357584,"shear_stress","velocity w/o coordinates","abundance"
8.7312105658884,871.761985130071,"shear_stress","velocity w/o coordinates","abundance"
11.6383790265137,861.787836838625,"shear_stress","velocity w/o coordinates","abundance"
14.5455474871389,818.325100672399,"shear_stress","velocity w/o coordinates","abundance"
17.4527159477641,851.26627164903,"shear_stress","velocity w/o coordinates","abundance"
20.3598844083894,847.087086430776,"shear_stress","velocity w/o coordinates","abundance"
23.2670528690146,852.534065619489,"shear_stress","velocity w/o coordinates","abundance"
26.1742213296399,873.731559027778,"shear_stress","velocity w/o coordinates","abundance"
29.0813897902651,913.921282506614,"shear_stress","velocity w/o coordinates","abundance"
31.9885582508904,921.999267592593,"shear_stress","velocity w/o coordinates","abundance"
34.8957267115156,951.735084534833,"shear_stress","velocity w/o coordinates","abundance"
37.8028951721409,944.250027601411,"shear_stress","velocity w/o coordinates","abundance"
40.7100636327661,946.622149614198,"shear_stress","velocity w/o coordinates","abundance"
43.6172320933914,954.017237863757,"shear_stress","velocity w/o coordinates","abundance"
46.5244005540166,952.266058542769,"shear_stress","velocity w/o coordinates","abundance"
49.4315690146419,950.56445606261,"shear_stress","velocity w/o coordinates","abundance"
52.3387374752671,950.810464704586,"shear_stress","velocity w/o coordinates","abundance"
55.2459059358924,952.069666435185,"shear_stress","velocity w/o coordinates","abundance"
58.1530743965176,959.176334435626,"shear_stress","velocity w/o coordinates","abundance"
61.0602428571428,962.385013955027,"shear_stress","velocity w/o coordinates","abundance"
63.9674113177681,966.021288910935,"shear_stress","velocity w/o coordinates","abundance"
66.8745797783933,965.811851410935,"shear_stress","velocity w/o coordinates","abundance"
69.7817482390186,964.115518165785,"shear_stress","velocity w/o coordinates","abundance"
72.6889166996438,964.115518165785,"shear_stress","velocity w/o coordinates","abundance"
75.5960851602691,964.115518165785,"shear_stress","velocity w/o coordinates","abundance"
78.5032536208943,964.115518165785,"shear_stress","velocity w/o coordinates","abundance"
81.4104220815196,963.606640299824,"shear_stress","velocity w/o coordinates","abundance"
84.3175905421448,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
87.2247590027701,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
90.1319274633953,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
93.0390959240206,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
95.9462643846458,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
98.853432845271,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
101.760601305896,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
104.667769766522,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
107.574938227147,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
110.482106687772,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
113.389275148397,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
116.296443609023,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
119.203612069648,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
122.110780530273,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
125.017948990898,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
127.925117451524,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
130.832285912149,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
133.739454372774,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
136.646622833399,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
139.553791294025,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
142.46095975465,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
145.368128215275,961.109789605379,"shear_stress","velocity w/o coordinates","abundance"
