"q_before","yhat","predictors","model","index"
2.3,2.51037761535823,"q_before","sampling w/o coordinates","shannon_index"
7.43076923076923,2.53093043487105,"q_before","sampling w/o coordinates","shannon_index"
12.5615384615385,2.5212939210512,"q_before","sampling w/o coordinates","shannon_index"
17.6923076923077,2.52337659012388,"q_before","sampling w/o coordinates","shannon_index"
22.8230769230769,2.52337659012388,"q_before","sampling w/o coordinates","shannon_index"
27.9538461538462,2.52548011585518,"q_before","sampling w/o coordinates","shannon_index"
33.0846153846154,2.52548011585518,"q_before","sampling w/o coordinates","shannon_index"
38.2153846153846,2.52548011585518,"q_before","sampling w/o coordinates","shannon_index"
43.3461538461538,2.52548011585518,"q_before","sampling w/o coordinates","shannon_index"
48.4769230769231,2.52586750906927,"q_before","sampling w/o coordinates","shannon_index"
53.6076923076923,2.53080107982236,"q_before","sampling w/o coordinates","shannon_index"
58.7384615384615,2.53080107982236,"q_before","sampling w/o coordinates","shannon_index"
63.8692307692308,2.53080107982236,"q_before","sampling w/o coordinates","shannon_index"
69,2.53080107982236,"q_before","sampling w/o coordinates","shannon_index"
