"moos_cover","yhat","predictors","model","index"
0,2.67422401454417,"moos_cover","all predictors w/o coordinates","shannon_index"
1,2.69457356630713,"moos_cover","all predictors w/o coordinates","shannon_index"
2,2.59478080926405,"moos_cover","all predictors w/o coordinates","shannon_index"
3,2.59567065474957,"moos_cover","all predictors w/o coordinates","shannon_index"
