"cat_velocity","yhat","predictors","model","index"
1,0.527460069216361,"cat_velocity","sampling w/o coordinates","k_index"
2,0.527271627623008,"cat_velocity","sampling w/o coordinates","k_index"
3,0.532707037579716,"cat_velocity","sampling w/o coordinates","k_index"
4,0.530670815159955,"cat_velocity","sampling w/o coordinates","k_index"
5,0.530207926789518,"cat_velocity","sampling w/o coordinates","k_index"
