"pH_before","yhat","predictors","model","index"
6.72,735.244199845797,"pH_before","all predictors w/o coordinates","abundance"
6.83529411764706,735.244199845797,"pH_before","all predictors w/o coordinates","abundance"
6.95058823529412,735.244199845797,"pH_before","all predictors w/o coordinates","abundance"
7.06588235294118,735.244199845797,"pH_before","all predictors w/o coordinates","abundance"
7.18117647058823,735.244199845797,"pH_before","all predictors w/o coordinates","abundance"
7.29647058823529,735.908954687694,"pH_before","all predictors w/o coordinates","abundance"
7.41176470588235,736.103239228757,"pH_before","all predictors w/o coordinates","abundance"
7.52705882352941,736.103239228757,"pH_before","all predictors w/o coordinates","abundance"
7.64235294117647,736.164046595907,"pH_before","all predictors w/o coordinates","abundance"
7.75764705882353,736.200399856776,"pH_before","all predictors w/o coordinates","abundance"
7.87294117647059,735.872684277066,"pH_before","all predictors w/o coordinates","abundance"
7.98823529411765,739.566438249634,"pH_before","all predictors w/o coordinates","abundance"
8.10352941176471,748.638549363851,"pH_before","all predictors w/o coordinates","abundance"
8.21882352941176,750.269779127278,"pH_before","all predictors w/o coordinates","abundance"
8.33411764705882,751.597490284613,"pH_before","all predictors w/o coordinates","abundance"
8.44941176470588,743.733169525783,"pH_before","all predictors w/o coordinates","abundance"
8.56470588235294,742.199555234317,"pH_before","all predictors w/o coordinates","abundance"
8.68,742.985408383041,"pH_before","all predictors w/o coordinates","abundance"
