"sub_type_int","yhat","predictors","model","index"
0,769.7042579806,"sub_type","all predictors w/o coordinates","abundance"
1,769.710239462081,"sub_type","all predictors w/o coordinates","abundance"
2,770.815930665785,"sub_type","all predictors w/o coordinates","abundance"
3,763.256699338624,"sub_type","all predictors w/o coordinates","abundance"
