"sub_type_int","yhat","predictors","model","index"
0,0.530478769645928,"sub_type","sampling w/ coordinates","k_index"
1,0.533594012100935,"sub_type","sampling w/ coordinates","k_index"
2,0.534219846492324,"sub_type","sampling w/ coordinates","k_index"
3,0.522956690307572,"sub_type","sampling w/ coordinates","k_index"
