"alg_cover","yhat","predictors","model","index"
1,0.523963027782198,"alg_cover","sampling w/o coordinates","k_index"
2,0.552164077002933,"alg_cover","sampling w/o coordinates","k_index"
3,0.576216024441132,"alg_cover","sampling w/o coordinates","k_index"
4,0.571614519247542,"alg_cover","sampling w/o coordinates","k_index"
5,0.578776610340329,"alg_cover","sampling w/o coordinates","k_index"
