"pH_after","yhat","predictors","model","index"
7.23,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.31882352941177,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.40764705882353,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.49647058823529,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.58529411764706,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.67411764705882,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.76294117647059,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.85176470588235,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
7.94058823529412,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
8.02941176470588,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
8.11823529411765,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
8.20705882352941,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
8.29588235294118,0.538081412223856,"pH_after","sampling w/o coordinates","k_index"
8.38470588235294,0.539922331832687,"pH_after","sampling w/o coordinates","k_index"
8.47352941176471,0.541483934091377,"pH_after","sampling w/o coordinates","k_index"
8.56235294117647,0.545791329772012,"pH_after","sampling w/o coordinates","k_index"
8.65117647058824,0.545791329772012,"pH_after","sampling w/o coordinates","k_index"
8.74,0.548783777961786,"pH_after","sampling w/o coordinates","k_index"
