"clog_6_class_int","yhat","predictors","model","index"
0,817.763356155819,"clog_6_class","sampling w/ coordinates","abundance"
1,697.328031734184,"clog_6_class","sampling w/ coordinates","abundance"
2,696.874591633126,"clog_6_class","sampling w/ coordinates","abundance"
3,696.874591633126,"clog_6_class","sampling w/ coordinates","abundance"
4,649.713363934958,"clog_6_class","sampling w/ coordinates","abundance"
5,649.713363934958,"clog_6_class","sampling w/ coordinates","abundance"
6,658.191772031011,"clog_6_class","sampling w/ coordinates","abundance"
