"sub_type_int","yhat","predictors","model","index"
0,0.540669151659072,"sub_type","all predictors w/o coordinates","k_index"
1,0.541287282691476,"sub_type","all predictors w/o coordinates","k_index"
2,0.542000665207338,"sub_type","all predictors w/o coordinates","k_index"
3,0.539430080651163,"sub_type","all predictors w/o coordinates","k_index"
