"moos_cover","yhat","predictors","model","index"
0,2.51021553513893,"moos_cover","all predictors w/ coordinates","shannon_index"
1,2.51266773629183,"moos_cover","all predictors w/ coordinates","shannon_index"
2,2.3624280437991,"moos_cover","all predictors w/ coordinates","shannon_index"
3,2.3624280437991,"moos_cover","all predictors w/ coordinates","shannon_index"
