"cpom_cover","yhat","predictors","model","index"
1,2.67533039039889,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.64240650365326,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.64240650365326,"cpom_cover","sampling w/o coordinates","shannon_index"
